#name	value	
D00174	32103_at	
BX640746	38574_at	
AK058170	38574_at	
AJ275973	38574_at	
AL162074	34776_at	
BC010451	34776_at	
BC022279	33467_at	
BC004195	37877_at	
AK123115	37877_at	
BC004225	37877_at	
L76224	41539_at	
BC041128	41539_at	
BC059384	41539_at	
BC002960	40336_at	
BT006684	40336_at	
BC038092	35760_at	
BC016775	41185_f_at	
BC016775	41186_at	
D63876	37959_at	
BC000631	1565_s_at	
BC000631	33855_at	
BC000570	34063_at	
AB042823	34063_at	
AK130064	33183_at	
BC001166	33183_at	
BT007005	33183_at	
BX537379	31510_s_at	
BC010616	33438_at	
AK094458	33438_at	
AK128407	33438_at	
BC008767	40459_at	
BC008767	40460_s_at	
BX537380	40459_at	
BX537380	40460_s_at	
U53786	39569_at	
BC015165	33877_s_at	
AB028990	33877_s_at	
BC046460	41030_at	
BC009012	37338_at	
U14550	34693_at	
AK128460	41273_at	
AB011157	35849_at	
AB011157	35850_at	
AB011157	35851_g_at	
AB073711	35849_at	
AB073711	35850_at	
AB073711	35851_g_at	
BC047003	35849_at	
BC047003	35850_at	
BC047003	35851_g_at	
AK093626	36111_s_at	
AK093626	36112_r_at	
BC000339	36111_s_at	
BC000339	36112_r_at	
AK092489	36111_s_at	
AK092489	36112_r_at	
BT007250	36111_s_at	
BT007250	36112_r_at	
AK074065	32116_at	
BC023597	32116_at	
BC035648	32116_at	
BC018346	32116_at	
AY099357	32116_at	
BC007766	32116_at	
AK021738	32116_at	
BC007872	41400_at	
BC007872	910_at	
BT006941	41400_at	
BT006941	910_at	
L26245	40533_at	
L32866	40533_at	
BC007606	40533_at	
AF159854	40968_at	
AK126059	34972_s_at	
AL122077	34972_s_at	
AJ000522	34972_s_at	
AK128065	34972_s_at	
AK123894	38666_at	
BC050452	38666_at	
BC052605	1375_s_at	
BC052605	34722_at	
BC015761	37754_at	
AF013956	31731_at	
AY390430	31731_at	
D21853	38031_at	
BC047318	35626_at	
U61849	37921_at	
BC047378	34907_at	
AB014541	34907_at	
AB029041	32887_at	
BC010413	32887_at	
BC011615	32887_at	
AF217993	33161_at	
BC009544	34160_at	
BC009848	34160_at	
BC010417	34160_at	
BC017450	34160_at	
BX537414	32204_at	
M36476	32204_at	
BC029617	36666_at	
BC029617	691_g_at	
BC029617	710_at	
BC014504	36666_at	
BC014504	691_g_at	
BC014504	710_at	
AB062434	36666_at	
AB062434	691_g_at	
AB062434	710_at	
BC005851	40164_at	
BT006884	40164_at	
BC010075	34261_at	
BC022244	37741_at	
AF218000	37741_at	
BC001504	37741_at	
BC009571	35710_s_at	
BC011610	35710_s_at	
U95007	35710_s_at	
AK094016	41705_at	
U94353	41705_at	
BC014634	38429_at	
S80437	38429_at	
U29344	38429_at	
BC007267	38429_at	
BC014631	38429_at	
BC007305	38429_at	
U26644	38429_at	
AK074059	34503_at	
BC003558	36949_at	
BC003558	493_at	
BC015775	36949_at	
BC015775	493_at	
X06180	771_s_at	
BT006696	771_s_at	
U77643	41045_at	
BC000974	39185_at	
BC007838	39185_at	
BC018039	555_at	
BC019623	41006_at	
AK126018	41006_at	
BC003556	36982_at	
BT007183	36982_at	
BC029515	35496_at	
BC025381	33473_at	
AK128498	33473_at	
BC013919	1505_at	
BC013919	37899_at	
AB077207	1505_at	
AB077207	37899_at	
AB077208	1505_at	
AB077208	37899_at	
S83513	36754_at	
BC035617	40041_at	
BC010171	40041_at	
AK126324	38082_at	
AB014550	38082_at	
AL080138	38082_at	
AK025646	38082_at	
BC031972	33447_at	
AY320408	41187_at	
D50372	41187_at	
X89750	38805_at	
BC031268	38805_at	
X58288	31892_at	
X58288	994_at	
X58288	995_g_at	
BC051651	31892_at	
BC051651	994_at	
BC051651	995_g_at	
AB018345	39614_at	
BC040542	39614_at	
BC001632	34893_at	
AK024808	35116_at	
AF317425	35116_at	
AF317425	35208_at	
AK000060	35116_at	
X80821	35116_at	
AK092124	35208_at	
AB020681	35208_at	
BC013126	36628_at	
AF183421	33371_s_at	
AF183421	33372_at	
BC002992	38801_at	
BC001889	40289_at	
BC050021	40243_at	
AK090868	40243_at	
L10665	40243_at	
AF014398	36496_at	
BT007061	36496_at	
AF200432	36496_at	
AK056046	33493_at	
AL359942	33493_at	
BC007528	33493_at	
AF048849	33493_at	
AF009424	39804_at	
AF009424	40045_g_at	
AF009424	40046_r_at	
AB007858	38073_at	
AB022605	38073_at	
AB022606	38073_at	
NM_005913	1141_at	
J03798	37949_at	
X95701	41599_at	
U72066	35227_at	
BC030590	35227_at	
BC039729	32834_r_at	
AF013591	32834_r_at	
AY327115	37909_at	
AY327116	37909_at	
X84900	37909_at	
X84392	37909_at	
AY327114	37909_at	
L34155	37909_at	
Y09321	34628_at	
AF097935	39586_at	
M76482	33693_at	
BX538327	33693_at	
Z26317	33468_at	
X81333	31976_at	
BC005300	36466_at	
BC005300	36467_g_at	
BC005300	36468_at	
BC005300	36469_at	
BC005300	36470_s_at	
BC005300	36471_f_at	
U46745	36466_at	
U46745	36467_g_at	
U46745	36468_at	
U46745	36469_at	
U46745	36470_s_at	
U46745	36471_f_at	
BC007318	37406_at	
AB016823	37406_at	
AF373036	40709_at	
AF153201	40709_at	
BC047746	38041_at	
U41514	38041_at	
Z46973	35665_at	
BC062338	34990_at	
AB007897	34990_at	
AB022660	34990_at	
AF349446	31587_at	
X96969	31587_at	
U35735	38520_r_at	
BX640683	36291_at	
BC016149	36291_at	
AL832027	36291_at	
AL713661	36291_at	
AB007887	36562_at	
BC042146	36562_at	
X59727	160039_at	
BC000147	36599_at	
M55905	36599_at	
BC002379	36953_at	
BC002379	509_at	
BC002379	510_g_at	
X76132	32890_at	
BC027474	808_at	
AY099325	41430_at	
AF188125	41430_at	
AB011113	41430_at	
BC050352	41430_at	
AF004668	35100_at	
Y18198	34065_at	
BC032597	39356_at	
AB071179	39356_at	
AY312514	39356_at	
AF385931	39356_at	
AY112984	39356_at	
AY112985	39356_at	
AB007899	39356_at	
AL137469	39356_at	
BC000621	39356_at	
AL137399	32350_at	
AL137399	38575_at	
BC004488	272_at	
BC004488	273_g_at	
BT006803	272_at	
BT006803	273_g_at	
D90070	41048_at	
BC032663	41048_at	
AF018253	32479_at	
AB011178	35719_at	
BC014927	35719_at	
AK001924	35719_at	
BC047653	35719_at	
BC010706	35719_at	
BC020713	862_at	
BC020713	863_g_at	
U04313	862_at	
U04313	863_g_at	
BX640597	862_at	
BX640597	863_g_at	
AJ001696	31541_at	
X98307	31541_at	
AF027866	35577_at	
BX641156	35577_at	
BC012609	37185_at	
U35459	31409_at	
L40377	36312_at	
BC034528	36312_at	
AF161545	39957_at	
AF161545	39958_at	
AB006968	39957_at	
AB006968	39958_at	
BX537860	38273_at	
AK127634	38273_at	
AK130499	38273_at	
U80917	39144_at	
U80917	39143_at	
AF154115	35979_at	
BC052576	35979_at	
AF081287	35979_at	
BC015010	35979_at	
AB020670	37837_at	
AK022688	37837_at	
U83110	31686_at	
BC010381	40242_at	
X67098	33263_at	
X67098	33264_at	
AK127818	33263_at	
AK127818	33264_at	
BC001285	33263_at	
BC001285	33264_at	
BC048960	1674_at	
D87436	40447_at	
X69090	35137_at	
AK125322	35137_at	
AB000277	139_at	
AB000277	40388_at	
D89859	32075_at	
AB023204	41385_at	
AF515797	41385_at	
BC008377	41385_at	
AF100744	34371_at	
AF200478	34371_at	
AF111106	34371_at	
AK021647	40244_s_at	
AF289560	40244_s_at	
AF363484	40244_s_at	
BC002877	40244_s_at	
AK023052	40244_s_at	
Y18314	34315_at	
BC024282	34315_at	
BC016727	1264_at	
BC016727	1265_g_at	
BC016727	37893_at	
M25393	1264_at	
M25393	1265_g_at	
M25393	37893_at	
NM_000529	420_at	
U43195	34735_at	
AF007152	41857_r_at	
BC021196	41857_r_at	
AF002020	37047_at	
AF002020	980_at	
AF392450	36689_at	
BC007004	36689_at	
X79201	31872_at	
X79201	34069_s_at	
AF402618	31872_at	
AF402618	34069_s_at	
AB012575	31872_at	
AB012575	34069_s_at	
AF244972	31872_at	
AF244972	34069_s_at	
D63412	40793_s_at	
S42303	2053_at	
S42303	2054_g_at	
AF297090	32417_at	
D17427	32417_at	
X56807	39302_at	
X72925	34619_at	
AF097159	36366_at	
AF069054	36366_at	
AL136749	36002_at	
BC059380	36002_at	
BC000313	41835_at	
AB017800	41835_at	
AF230200	32809_at	
U68536	33306_at	
BT006658	33306_at	
AF542097	33306_at	
BC008317	1798_at	
U41060	1798_at	
BC039498	1798_at	
AL050225	33429_at	
AL050225	33430_at	
BC015178	33429_at	
BC015178	33430_at	
BC022199	33429_at	
BC022199	33430_at	
BC018060	31450_s_at	
U78166	31450_s_at	
U91641	32942_at	
AF077954	37431_at	
AF077954	37432_g_at	
AF077954	37433_at	
BC015190	37431_at	
BC015190	37432_g_at	
BC015190	37433_at	
AF361054	37431_at	
AF361054	37432_g_at	
AF361054	37433_at	
BC014840	1453_at	
BC014840	1928_s_at	
BT007422	1453_at	
BT007422	1928_s_at	
AF010193	1857_at	
BC000502	32440_at	
D16294	41530_at	
Y10746	41828_at	
AJ564845	41828_at	
BC033242	41828_at	
AF078831	41828_at	
AF078830	41828_at	
AF078833	41828_at	
AF072241	41828_at	
AF039701	33905_at	
AF072242	33905_at	
AF072246	33905_at	
M74719	36605_at	
BC031056	36605_at	
M74720	36605_at	
BC001156	32214_at	
BX571744	33914_r_at	
AK092416	33914_r_at	
D00726	33914_r_at	
BC001687	41241_at	
AF038007	33634_at	
X71661	34734_at	
M14745	1847_s_at	
M14745	1909_at	
M14745	1910_s_at	
M14745	2038_g_at	
M14745	2060_at	
AF401211	1847_s_at	
AF401211	1909_at	
AF401211	1910_s_at	
X63657	36120_at	
BT006782	36120_at	
AF038960	37804_at	
BC009692	37804_at	
BC017401	1549_s_at	
AB046400	1549_s_at	
AB046399	1343_s_at	
BC005224	1343_s_at	
BC005224	1549_s_at	
AY190327	1343_s_at	
AY245778	1343_s_at	
AJ007607	34922_at	
AF047826	34922_at	
U56102	33575_at	
M22976	38458_at	
M22976	38459_g_at	
M22976	38460_at	
BC015182	38458_at	
BC015182	38459_g_at	
BC015182	38460_at	
D86975	34844_at	
BC008749	35817_at	
AK123433	35817_at	
AK126858	35817_at	
BC001046	33631_at	
BC001046	33632_g_at	
AF023612	33631_at	
AF023612	33632_g_at	
U43628	34429_at	
BC009850	1273_r_at	
BC009850	1274_s_at	
BT006659	1273_r_at	
BT006659	1274_s_at	
BC002332	1273_r_at	
BC002332	1274_s_at	
BC025701	32264_at	
AY358113	36162_at	
BC009040	36162_at	
AJ012582	34520_at	
BC005839	33900_at	
BC032449	37657_at	
BC042125	35444_at	
X66975	40593_at	
BC044940	33963_at	
X58794	33963_at	
X56606	37066_at	
X55668	37066_at	
X56132	37066_at	
X05875	37096_at	
M27783	37096_at	
BC057807	40282_s_at	
M84526	40282_s_at	
BC051001	40282_s_at	
BC034529	40282_s_at	
U88047	35913_at	
BC033163	35913_at	
BC001648	35983_at	
D86976	33748_at	
BC035564	33748_at	
BC048129	33748_at	
X71973	33931_at	
BC010157	33931_at	
BC019334	41657_at	
BC004426	37992_s_at	
BC004426	37993_at	
AK128423	39864_at	
BC000901	39864_at	
BT007210	39864_at	
AJ007292	33089_s_at	
AJ007292	33090_at	
AK092169	31638_at	
AK128713	31638_at	
AK127759	31638_at	
BC005954	31638_at	
AF060512	31638_at	
BC001715	31638_at	
J02984	39916_r_at	
AF110334	34184_at	
AB012162	34184_at	
AJ012652	34184_at	
BC018693	41725_at	
BC018693	446_at	
BC018693	447_g_at	
AY007134	41725_at	
AY007134	446_at	
AY007134	447_g_at	
AY358444	40751_at	
AY358444	40752_at	
BC014609	40751_at	
BC014609	40752_at	
BC010443	40751_at	
BC010443	40752_at	
AB058717	40525_at	
BC004434	37462_i_at	
BC004434	37463_r_at	
BC049194	35084_at	
D78361	1315_at	
AB040965	35426_at	
AY169315	35426_at	
BC028391	35426_at	
AF087853	39822_s_at	
AL050044	39822_s_at	
BC002391	37267_at	
BC000583	37267_at	
M69013	40562_at	
M69013	564_at	
BC001528	41476_at	
BC013585	40365_at	
BT009850	40365_at	
BC014970	33602_at	
BC025926	34171_at	
AL136567	34171_at	
BC008920	34171_at	
BC007275	34171_at	
BC003076	34171_at	
AL365369	34171_at	
BC012120	33329_at	
BC012120	440_at	
AB033068	39855_at	
AB033068	41623_s_at	
AB033068	41624_r_at	
BC003505	41526_at	
AK090733	41526_at	
AF318366	41526_at	
AF072836	41526_at	
AK027292	35148_at	
BC029874	37144_at	
AK001236	39211_at	
AF091080	39211_at	
BC052620	32589_at	
U20979	32589_at	
AB020683	33226_at	
AL133622	33226_at	
BC017592	35512_at	
U72355	41316_s_at	
AL161995	32401_at	
BC002956	32528_at	
U03398	35000_at	
AB072596	36116_at	
AF502289	36116_at	
AY081141	36116_at	
BC013002	36116_at	
BT006698	36116_at	
AF380114	36116_at	
BC013361	1919_at	
BC013361	34481_at	
X16316	1919_at	
X16316	34481_at	
BC059395	32964_at	
X81479	32964_at	
AB011093	36537_at	
AK127045	36537_at	
BC008016	36537_at	
BC050553	34874_at	
BC038229	34874_at	
AL050362	34874_at	
BC002869	38259_at	
AB002559	38259_at	
U63533	38259_at	
AF318317	38259_at	
BC038851	39270_at	
AF290887	39270_at	
AB015629	39270_at	
AK023750	39270_at	
AY042235	39270_at	
AY042237	39270_at	
AY042238	39270_at	
AY042239	39270_at	
AY042240	39270_at	
BC038295	41444_at	
AF013589	41444_at	
BC005365	41444_at	
BC011868	37252_at	
U86358	36703_at	
AF498947	34478_at	
AF151074	39910_at	
BC015910	39910_at	
AF061832	37717_at	
L03532	37717_at	
BC058893	37717_at	
BC008895	37717_at	
AL713781	37717_at	
Y10529	33008_at	
BC006436	35475_at	
U37251	35475_at	
U37263	35475_at	
BC002899	40421_at	
AJ300588	33633_at	
AY449733	33633_at	
J03132	32640_at	
M55024	32640_at	
M55038	32640_at	
S82847	32640_at	
BC029364	35078_at	
BC000046	35078_at	
U72671	40209_at	
BC030132	40209_at	
L20965	40750_at	
L20965	666_at	
AF073745	40750_at	
AF073745	666_at	
BC038234	40750_at	
BC038234	666_at	
AY266362	40750_at	
AY266362	666_at	
BC048314	40845_at	
BC048314	40846_g_at	
AJ271747	32751_at	
AJ271747	40845_at	
AJ271747	40846_g_at	
L36983	32622_at	
AK097875	32622_at	
AK127033	32622_at	
AK124881	32622_at	
BC046240	40182_s_at	
D26156	32579_at	
BC014514	31552_at	
BC014514	32855_at	
BT007361	31552_at	
BT007361	32855_at	
S40543	32855_at	
J03075	39711_at	
BC013586	39711_at	
BC015154	39711_at	
BC036307	34203_at	
BC006421	38603_at	
BC002651	40439_at	
BC004250	2049_s_at	
BC004250	32786_at	
BC011748	35141_at	
AB023190	1769_at	
AB023190	35962_at	
BC027985	1769_at	
BC027985	35962_at	
BC002579	1749_at	
BC002579	33314_at	
BT006706	1749_at	
BT006706	33314_at	
BC020493	1752_at	
BC020493	32543_at	
BC014026	1753_s_at	
BC014026	41197_at	
U18759	41537_r_at	
U18759	35690_s_at	
U18759	35691_r_at	
BX537794	41537_r_at	
BX537794	35690_s_at	
BX537794	35691_r_at	
U18760	41537_r_at	
U18760	35690_s_at	
U18760	35691_r_at	
BC003625	36097_at	
BC002905	35135_at	
AF106912	37843_i_at	
X84700	35625_at	
U76764	35625_at	
BC040061	175_s_at	
D26181	175_s_at	
X80229	175_s_at	
BC013881	38966_at	
BT007179	38966_at	
AK123686	32900_at	
BC029926	32900_at	
BC018942	32900_at	
AF209931	32900_at	
AB002454	1305_s_at	
AF054821	1305_s_at	
AB035130	35492_at	
NM_013938	31350_at	
X05276	33866_at	
BC002977	35339_at	
BC002977	35340_at	
BT007184	35339_at	
BC000639	34833_at	
BC004447	34833_at	
AB014600	39705_at	
AF055917	35571_at	
U42391	40539_at	
U42391	33816_at	
L29149	40539_at	
BC018108	40539_at	
BC018108	33816_at	
BC029361	38531_at	
BC004121	38531_at	
BC041130	41054_at	
AB006628	41054_at	
AB015630	36832_at	
BC007512	33614_at	
U66088	32459_at	
J03909	925_at	
J03909	39728_at	
U69883	38203_at	
AB011133	33223_at	
X80907	34197_at	
X80907	388_at	
BC011917	34197_at	
BC011917	388_at	
BC014170	34197_at	
BC014170	388_at	
AB049659	925_at	
AB049659	39728_at	
AK123477	925_at	
AK123477	39728_at	
AF401212	925_at	
AF401212	39728_at	
AB000584	1890_at	
BC001080	39810_at	
BC001080	39811_at	
AF173381	39810_at	
AF173381	39811_at	
AY040323	36522_at	
AY360171	36522_at	
BC028050	36522_at	
AB014516	36522_at	
BC023614	36522_at	
BC017075	36522_at	
BC039817	39404_s_at	
D86988	39404_s_at	
AK125797	39404_s_at	
BC002674	31807_at	
AK001294	31807_at	
BC000979	31807_at	
BC003700	39235_at	
BC045598	39190_s_at	
AF521885	39190_s_at	
AF094760	37396_at	
AF026547	32642_at	
AB020699	36054_at	
AB020699	36055_at	
AB020699	36056_g_at	
AK128029	36054_at	
AK128029	36055_at	
AK128029	36056_g_at	
AL110250	36054_at	
AL110250	36055_at	
AL110250	36056_g_at	
AK126227	36054_at	
AK126227	36055_at	
AK126227	36056_g_at	
AK098275	36054_at	
AY149174	36402_at	
AY149174	36403_s_at	
AL096747	36402_at	
AL096747	36403_s_at	
BC011502	36402_at	
BC011502	36403_s_at	
AK074757	35572_f_at	
AK074757	35573_r_at	
AF038951	35572_f_at	
AF038951	35573_r_at	
AK074872	35572_f_at	
AK074872	35573_r_at	
U35376	36303_f_at	
BC008688	36303_f_at	
D70831	36303_f_at	
AF054180	35019_at	
BC056243	35019_at	
BC043147	35019_at	
BC006098	38380_at	
BC035498	2021_s_at	
BC035498	41060_at	
BC026184	38011_at	
AF091095	38011_at	
AB006572	38011_at	
BC014933	38011_at	
AB002388	37169_at	
AK128073	37169_at	
AB029007	34968_at	
BX640881	34968_at	
AL713775	34968_at	
AB009462	31814_i_at	
AB009462	31815_r_at	
AK126750	31814_i_at	
AK126750	31815_r_at	
BC013128	39219_at	
AL834398	38400_at	
AL834398	38401_s_at	
AK027643	38400_at	
AK027643	38401_s_at	
AB069974	38400_at	
AB069974	38401_s_at	
AK027369	38400_at	
AK027369	38401_s_at	
AL117499	38400_at	
AL117499	38401_s_at	
AB002353	32208_at	
AF187554	39122_at	
BC006342	39122_at	
BC003153	34814_at	
AB015337	34814_at	
L10338	38516_at	
BC021266	38516_at	
X07732	37639_at	
U28249	39087_at	
BT006712	39087_at	
U31214	39087_at	
BC032800	32109_at	
AK126834	38324_at	
BC047376	38324_at	
AF130366	38324_at	
AK075426	38324_at	
BC000015	38324_at	
BC049821	39112_at	
AY147880	39112_at	
BC053347	38558_at	
X98405	38558_at	
AK026467	38521_at	
AK026467	38522_s_at	
X59350	38521_at	
X59350	38522_s_at	
BC036373	34542_at	
Y18007	39088_at	
BC001118	39088_at	
AB020648	36888_at	
BC013947	36888_at	
BC031682	34880_at	
BC002868	34880_at	
BC004204	34880_at	
AF000671	34062_at	
BC001015	40872_at	
BT006945	40872_at	
AF085807	36378_at	
AJ007041	38284_at	
BC007353	38284_at	
BC008939	35993_s_at	
BC008939	35994_at	
BC009071	35993_s_at	
BC009071	35994_at	
AF162447	35993_s_at	
AF162447	35994_at	
AK127255	35445_at	
AL137579	35445_at	
BC014084	35445_at	
BC012889	36148_at	
BC017261	37475_at	
AL117438	37475_at	
BC052812	34338_at	
BT007424	34338_at	
BC018931	36138_at	
BC011903	36138_at	
BT009775	36138_at	
X70394	36928_at	
BC032863	32267_at	
AB011117	37831_at	
BC001668	34348_at	
AK127479	34348_at	
BC001164	1312_at	
BC001164	32584_at	
J05200	37990_at	
AF075460	37990_at	
AF077051	31492_at	
AF090927	31492_at	
BC005033	41753_at	
BC015620	41753_at	
BC042911	38608_at	
AK057862	41065_at	
BC015528	41065_at	
BC007197	41065_at	
NM_033362	33214_at	
NM_033362	33215_g_at	
NM_021107	33214_at	
NM_021107	33215_g_at	
NM_033363	33214_at	
NM_033363	33215_g_at	
BC034511	33814_at	
AL834236	33814_at	
BC025282	33814_at	
AB032968	33814_at	
AK074728	33814_at	
BC009693	40448_at	
AB000516	35826_at	
BC014488	32848_at	
BT007232	32848_at	
X90846	36278_at	
BC036327	36151_at	
U60644	36151_at	
BC000553	36151_at	
Y13622	33137_at	
AF051345	33137_at	
AF051344	33137_at	
AF054502	33137_at	
AK074499	33137_at	
AF054501	33137_at	
AJ290975	34209_at	
AJ290975	360_at	
D38169	34209_at	
D38169	360_at	
Y11999	34209_at	
Y11999	360_at	
BC000405	40842_at	
BC005910	39271_at	
BC005910	39272_g_at	
BT007044	39271_at	
BT007044	39272_g_at	
AF087861	39271_at	
AF087861	39272_g_at	
BC046927	39271_at	
BC046927	39272_g_at	
AF217985	39271_at	
AF217985	39272_g_at	
M29874	1371_s_at	
AF209774	1552_i_at	
AF209774	1553_r_at	
AF209774	1554_f_at	
J02906	1517_at	
X57019	1233_s_at	
X57019	38433_at	
AJ007509	40106_at	
AK127057	40106_at	
BC009988	40106_at	
BC027713	40106_at	
BC004242	40106_at	
AK021455	40106_at	
AK127598	37704_at	
BC023983	37704_at	
M29540	1582_at	
M29540	31442_at	
M17191	1582_at	
M18728	36105_at	
D90278	32468_f_at	
D90278	32469_at	
BC018616	31330_at	
BC017386	31330_at	
M86921	38017_at	
M86921	38018_g_at	
AK090448	38445_at	
AK090448	810_at	
BC034013	38445_at	
BC034013	810_at	
BC005155	38445_at	
BC005155	810_at	
AF363689	38314_at	
AY280362	35394_at	
AB011541	35394_at	
BC050340	38872_at	
U95044	38872_at	
AF024701	38872_at	
M24407	32698_at	
M24407	32699_s_at	
M31732	570_at	
M31732	1796_s_at	
X83425	40093_at	
X83425	40094_r_at	
BC003091	32156_at	
BC047528	35620_at	
BC003557	608_at	
Z70760	608_at	
X00199	608_at	
BC055093	41764_at	
BC020723	34454_r_at	
BC005348	36657_at	
BC004865	41413_at	
BC012359	41413_at	
M83221	570_at	
AF042800	36005_at	
AY358944	36005_at	
BC035704	41520_at	
AB075866	41520_at	
BC039061	41520_at	
AF041410	31743_at	
L49169	36669_at	
BC038224	39105_at	
X81832	35589_at	
X81832	35590_s_at	
BC001970	391_at	
BC001970	392_g_at	
BT007275	391_at	
BT007275	392_g_at	
BC001831	391_at	
BC001831	392_g_at	
BC006182	1158_s_at	
BC005137	1158_s_at	
BT006855	1158_s_at	
AB051509	34725_at	
AB051509	34724_at	
BC003514	34725_at	
BC003514	34724_at	
U77968	34652_at	
BC002787	34151_at	
D50924	31857_r_at	
AK123046	31857_r_at	
BC039597	39709_at	
BC016664	41845_at	
U87947	39182_at	
BT007124	39182_at	
AJ011733	34495_r_at	
U77783	31711_at	
BC004361	38741_at	
